T,X,U,V
0.0,-1.0,4.95,1.0
0.0,-0.368421052631579,1.357085580988482,1.0
0.0,0.26315789473684204,-0.667553579238956,1.0
0.0,0.894736842105263,-1.3506560723137486,1.0
0.0,1.526315789473684,-0.9189604898673278,1.0
0.0,2.1578947368421053,0.4007945764688731,1.0
0.0,2.789473684210526,2.3818705350634195,1.0
0.0,3.421052631578947,4.797528794284879,1.0
0.0,4.052631578947368,7.421030762501822,1.0
0.0,4.684210526315789,10.025637848082809,1.0
0.0,5.315789473684211,12.384611459396414,1.0
0.0,5.947368421052631,14.271213004811196,1.0
0.0,6.578947368421052,15.45870389269573,1.0
0.0,7.210526315789473,15.720345531418573,1.0
0.0,7.842105263157894,14.829399329348306,1.0
0.0,8.473684210526315,12.559126694853477,1.0
0.0,9.105263157894736,8.682789036302673,1.0
0.0,9.736842105263158,2.97364776206445,1.0
0.0,10.368421052631579,-4.795035719492623,1.0
0.0,11.0,-14.850000000000014,1.0
0.5263157894736842,-1.0,4.95,1.0
0.5263157894736842,-0.368421052631579,1.357085580988482,1.0
0.5263157894736842,0.26315789473684204,-0.667553579238956,1.0
0.5263157894736842,0.894736842105263,-1.3506560723137486,1.0
0.5263157894736842,1.526315789473684,-0.9189604898673278,1.0
0.5263157894736842,2.1578947368421053,0.4007945764688731,1.0
0.5263157894736842,2.789473684210526,2.3818705350634195,1.0
0.5263157894736842,3.421052631578947,4.797528794284879,1.0
0.5263157894736842,4.052631578947368,7.421030762501822,1.0
0.5263157894736842,4.684210526315789,10.025637848082809,1.0
0.5263157894736842,5.315789473684211,12.384611459396414,1.0
0.5263157894736842,5.947368421052631,14.271213004811196,1.0
0.5263157894736842,6.578947368421052,15.45870389269573,1.0
0.5263157894736842,7.210526315789473,15.720345531418573,1.0
0.5263157894736842,7.842105263157894,14.829399329348306,1.0
0.5263157894736842,8.473684210526315,12.559126694853477,1.0
0.5263157894736842,9.105263157894736,8.682789036302673,1.0
0.5263157894736842,9.736842105263158,2.97364776206445,1.0
0.5263157894736842,10.368421052631579,-4.795035719492623,1.0
0.5263157894736842,11.0,-14.850000000000014,1.0
1.0526315789473684,-1.0,4.95,1.0
1.0526315789473684,-0.368421052631579,1.357085580988482,1.0
1.0526315789473684,0.26315789473684204,-0.667553579238956,1.0
1.0526315789473684,0.894736842105263,-1.3506560723137486,1.0
1.0526315789473684,1.526315789473684,-0.9189604898673278,1.0
1.0526315789473684,2.1578947368421053,0.4007945764688731,1.0
1.0526315789473684,2.789473684210526,2.3818705350634195,1.0
1.0526315789473684,3.421052631578947,4.797528794284879,1.0
1.0526315789473684,4.052631578947368,7.421030762501822,1.0
1.0526315789473684,4.684210526315789,10.025637848082809,1.0
1.0526315789473684,5.315789473684211,12.384611459396414,1.0
1.0526315789473684,5.947368421052631,14.271213004811196,1.0
1.0526315789473684,6.578947368421052,15.45870389269573,1.0
1.0526315789473684,7.210526315789473,15.720345531418573,1.0
1.0526315789473684,7.842105263157894,14.829399329348306,1.0
1.0526315789473684,8.473684210526315,12.559126694853477,1.0
1.0526315789473684,9.105263157894736,8.682789036302673,1.0
1.0526315789473684,9.736842105263158,2.97364776206445,1.0
1.0526315789473684,10.368421052631579,-4.795035719492623,1.0
1.0526315789473684,11.0,-14.850000000000014,1.0
1.5789473684210527,-1.0,4.95,1.0
1.5789473684210527,-0.368421052631579,1.357085580988482,1.0
1.5789473684210527,0.26315789473684204,-0.667553579238956,1.0
1.5789473684210527,0.894736842105263,-1.3506560723137486,1.0
1.5789473684210527,1.526315789473684,-0.9189604898673278,1.0
1.5789473684210527,2.1578947368421053,0.4007945764688731,1.0
1.5789473684210527,2.789473684210526,2.3818705350634195,1.0
1.5789473684210527,3.421052631578947,4.797528794284879,1.0
1.5789473684210527,4.052631578947368,7.421030762501822,1.0
1.5789473684210527,4.684210526315789,10.025637848082809,1.0
1.5789473684210527,5.315789473684211,12.384611459396414,1.0
1.5789473684210527,5.947368421052631,14.271213004811196,1.0
1.5789473684210527,6.578947368421052,15.45870389269573,1.0
1.5789473684210527,7.210526315789473,15.720345531418573,1.0
1.5789473684210527,7.842105263157894,14.829399329348306,1.0
1.5789473684210527,8.473684210526315,12.559126694853477,1.0
1.5789473684210527,9.105263157894736,8.682789036302673,1.0
1.5789473684210527,9.736842105263158,2.97364776206445,1.0
1.5789473684210527,10.368421052631579,-4.795035719492623,1.0
1.5789473684210527,11.0,-14.850000000000014,1.0
2.1052631578947367,-1.0,4.95,1.0
2.1052631578947367,-0.368421052631579,1.357085580988482,1.0
2.1052631578947367,0.26315789473684204,-0.667553579238956,1.0
2.1052631578947367,0.894736842105263,-1.3506560723137486,1.0
2.1052631578947367,1.526315789473684,-0.9189604898673278,1.0
2.1052631578947367,2.1578947368421053,0.4007945764688731,1.0
2.1052631578947367,2.789473684210526,2.3818705350634195,1.0
2.1052631578947367,3.421052631578947,4.797528794284879,1.0
2.1052631578947367,4.052631578947368,7.421030762501822,1.0
2.1052631578947367,4.684210526315789,10.025637848082809,1.0
2.1052631578947367,5.315789473684211,12.384611459396414,1.0
2.1052631578947367,5.947368421052631,14.271213004811196,1.0
2.1052631578947367,6.578947368421052,15.45870389269573,1.0
2.1052631578947367,7.210526315789473,15.720345531418573,1.0
2.1052631578947367,7.842105263157894,14.829399329348306,1.0
2.1052631578947367,8.473684210526315,12.559126694853477,1.0
2.1052631578947367,9.105263157894736,8.682789036302673,1.0
2.1052631578947367,9.736842105263158,2.97364776206445,1.0
2.1052631578947367,10.368421052631579,-4.795035719492623,1.0
2.1052631578947367,11.0,-14.850000000000014,1.0
2.631578947368421,-1.0,4.95,1.0
2.631578947368421,-0.368421052631579,1.357085580988482,1.0
2.631578947368421,0.26315789473684204,-0.667553579238956,1.0
2.631578947368421,0.894736842105263,-1.3506560723137486,1.0
2.631578947368421,1.526315789473684,-0.9189604898673278,1.0
2.631578947368421,2.1578947368421053,0.4007945764688731,1.0
2.631578947368421,2.789473684210526,2.3818705350634195,1.0
2.631578947368421,3.421052631578947,4.797528794284879,1.0
2.631578947368421,4.052631578947368,7.421030762501822,1.0
2.631578947368421,4.684210526315789,10.025637848082809,1.0
2.631578947368421,5.315789473684211,12.384611459396414,1.0
2.631578947368421,5.947368421052631,14.271213004811196,1.0
2.631578947368421,6.578947368421052,15.45870389269573,1.0
2.631578947368421,7.210526315789473,15.720345531418573,1.0
2.631578947368421,7.842105263157894,14.829399329348306,1.0
2.631578947368421,8.473684210526315,12.559126694853477,1.0
2.631578947368421,9.105263157894736,8.682789036302673,1.0
2.631578947368421,9.736842105263158,2.97364776206445,1.0
2.631578947368421,10.368421052631579,-4.795035719492623,1.0
2.631578947368421,11.0,-14.850000000000014,1.0
3.1578947368421053,-1.0,4.95,1.0
3.1578947368421053,-0.368421052631579,1.357085580988482,1.0
3.1578947368421053,0.26315789473684204,-0.667553579238956,1.0
3.1578947368421053,0.894736842105263,-1.3506560723137486,1.0
3.1578947368421053,1.526315789473684,-0.9189604898673278,1.0
3.1578947368421053,2.1578947368421053,0.4007945764688731,1.0
3.1578947368421053,2.789473684210526,2.3818705350634195,1.0
3.1578947368421053,3.421052631578947,4.797528794284879,1.0
3.1578947368421053,4.052631578947368,7.421030762501822,1.0
3.1578947368421053,4.684210526315789,10.025637848082809,1.0
3.1578947368421053,5.315789473684211,12.384611459396414,1.0
3.1578947368421053,5.947368421052631,14.271213004811196,1.0
3.1578947368421053,6.578947368421052,15.45870389269573,1.0
3.1578947368421053,7.210526315789473,15.720345531418573,1.0
3.1578947368421053,7.842105263157894,14.829399329348306,1.0
3.1578947368421053,8.473684210526315,12.559126694853477,1.0
3.1578947368421053,9.105263157894736,8.682789036302673,1.0
3.1578947368421053,9.736842105263158,2.97364776206445,1.0
3.1578947368421053,10.368421052631579,-4.795035719492623,1.0
3.1578947368421053,11.0,-14.850000000000014,1.0
3.6842105263157894,-1.0,4.95,1.0
3.6842105263157894,-0.368421052631579,1.357085580988482,1.0
3.6842105263157894,0.26315789473684204,-0.667553579238956,1.0
3.6842105263157894,0.894736842105263,-1.3506560723137486,1.0
3.6842105263157894,1.526315789473684,-0.9189604898673278,1.0
3.6842105263157894,2.1578947368421053,0.4007945764688731,1.0
3.6842105263157894,2.789473684210526,2.3818705350634195,1.0
3.6842105263157894,3.421052631578947,4.797528794284879,1.0
3.6842105263157894,4.052631578947368,7.421030762501822,1.0
3.6842105263157894,4.684210526315789,10.025637848082809,1.0
3.6842105263157894,5.315789473684211,12.384611459396414,1.0
3.6842105263157894,5.947368421052631,14.271213004811196,1.0
3.6842105263157894,6.578947368421052,15.45870389269573,1.0
3.6842105263157894,7.210526315789473,15.720345531418573,1.0
3.6842105263157894,7.842105263157894,14.829399329348306,1.0
3.6842105263157894,8.473684210526315,12.559126694853477,1.0
3.6842105263157894,9.105263157894736,8.682789036302673,1.0
3.6842105263157894,9.736842105263158,2.97364776206445,1.0
3.6842105263157894,10.368421052631579,-4.795035719492623,1.0
3.6842105263157894,11.0,-14.850000000000014,1.0
4.2105263157894735,-1.0,4.95,1.0
4.2105263157894735,-0.368421052631579,1.357085580988482,1.0
4.2105263157894735,0.26315789473684204,-0.667553579238956,1.0
4.2105263157894735,0.894736842105263,-1.3506560723137486,1.0
4.2105263157894735,1.526315789473684,-0.9189604898673278,1.0
4.2105263157894735,2.1578947368421053,0.4007945764688731,1.0
4.2105263157894735,2.789473684210526,2.3818705350634195,1.0
4.2105263157894735,3.421052631578947,4.797528794284879,1.0
4.2105263157894735,4.052631578947368,7.421030762501822,1.0
4.2105263157894735,4.684210526315789,10.025637848082809,1.0
4.2105263157894735,5.315789473684211,12.384611459396414,1.0
4.2105263157894735,5.947368421052631,14.271213004811196,1.0
4.2105263157894735,6.578947368421052,15.45870389269573,1.0
4.2105263157894735,7.210526315789473,15.720345531418573,1.0
4.2105263157894735,7.842105263157894,14.829399329348306,1.0
4.2105263157894735,8.473684210526315,12.559126694853477,1.0
4.2105263157894735,9.105263157894736,8.682789036302673,1.0
4.2105263157894735,9.736842105263158,2.97364776206445,1.0
4.2105263157894735,10.368421052631579,-4.795035719492623,1.0
4.2105263157894735,11.0,-14.850000000000014,1.0
4.7368421052631575,-1.0,4.95,1.0
4.7368421052631575,-0.368421052631579,1.357085580988482,1.0
4.7368421052631575,0.26315789473684204,-0.667553579238956,1.0
4.7368421052631575,0.894736842105263,-1.3506560723137486,1.0
4.7368421052631575,1.526315789473684,-0.9189604898673278,1.0
4.7368421052631575,2.1578947368421053,0.4007945764688731,1.0
4.7368421052631575,2.789473684210526,2.3818705350634195,1.0
4.7368421052631575,3.421052631578947,4.797528794284879,1.0
4.7368421052631575,4.052631578947368,7.421030762501822,1.0
4.7368421052631575,4.684210526315789,10.025637848082809,1.0
4.7368421052631575,5.315789473684211,12.384611459396414,1.0
4.7368421052631575,5.947368421052631,14.271213004811196,1.0
4.7368421052631575,6.578947368421052,15.45870389269573,1.0
4.7368421052631575,7.210526315789473,15.720345531418573,1.0
4.7368421052631575,7.842105263157894,14.829399329348306,1.0
4.7368421052631575,8.473684210526315,12.559126694853477,1.0
4.7368421052631575,9.105263157894736,8.682789036302673,1.0
4.7368421052631575,9.736842105263158,2.97364776206445,1.0
4.7368421052631575,10.368421052631579,-4.795035719492623,1.0
4.7368421052631575,11.0,-14.850000000000014,1.0
5.263157894736842,-1.0,4.95,1.0
5.263157894736842,-0.368421052631579,1.357085580988482,1.0
5.263157894736842,0.26315789473684204,-0.667553579238956,1.0
5.263157894736842,0.894736842105263,-1.3506560723137486,1.0
5.263157894736842,1.526315789473684,-0.9189604898673278,1.0
5.263157894736842,2.1578947368421053,0.4007945764688731,1.0
5.263157894736842,2.789473684210526,2.3818705350634195,1.0
5.263157894736842,3.421052631578947,4.797528794284879,1.0
5.263157894736842,4.052631578947368,7.421030762501822,1.0
5.263157894736842,4.684210526315789,10.025637848082809,1.0
5.263157894736842,5.315789473684211,12.384611459396414,1.0
5.263157894736842,5.947368421052631,14.271213004811196,1.0
5.263157894736842,6.578947368421052,15.45870389269573,1.0
5.263157894736842,7.210526315789473,15.720345531418573,1.0
5.263157894736842,7.842105263157894,14.829399329348306,1.0
5.263157894736842,8.473684210526315,12.559126694853477,1.0
5.263157894736842,9.105263157894736,8.682789036302673,1.0
5.263157894736842,9.736842105263158,2.97364776206445,1.0
5.263157894736842,10.368421052631579,-4.795035719492623,1.0
5.263157894736842,11.0,-14.850000000000014,1.0
5.789473684210526,-1.0,4.95,1.0
5.789473684210526,-0.368421052631579,1.357085580988482,1.0
5.789473684210526,0.26315789473684204,-0.667553579238956,1.0
5.789473684210526,0.894736842105263,-1.3506560723137486,1.0
5.789473684210526,1.526315789473684,-0.9189604898673278,1.0
5.789473684210526,2.1578947368421053,0.4007945764688731,1.0
5.789473684210526,2.789473684210526,2.3818705350634195,1.0
5.789473684210526,3.421052631578947,4.797528794284879,1.0
5.789473684210526,4.052631578947368,7.421030762501822,1.0
5.789473684210526,4.684210526315789,10.025637848082809,1.0
5.789473684210526,5.315789473684211,12.384611459396414,1.0
5.789473684210526,5.947368421052631,14.271213004811196,1.0
5.789473684210526,6.578947368421052,15.45870389269573,1.0
5.789473684210526,7.210526315789473,15.720345531418573,1.0
5.789473684210526,7.842105263157894,14.829399329348306,1.0
5.789473684210526,8.473684210526315,12.559126694853477,1.0
5.789473684210526,9.105263157894736,8.682789036302673,1.0
5.789473684210526,9.736842105263158,2.97364776206445,1.0
5.789473684210526,10.368421052631579,-4.795035719492623,1.0
5.789473684210526,11.0,-14.850000000000014,1.0
6.315789473684211,-1.0,4.95,1.0
6.315789473684211,-0.368421052631579,1.357085580988482,1.0
6.315789473684211,0.26315789473684204,-0.667553579238956,1.0
6.315789473684211,0.894736842105263,-1.3506560723137486,1.0
6.315789473684211,1.526315789473684,-0.9189604898673278,1.0
6.315789473684211,2.1578947368421053,0.4007945764688731,1.0
6.315789473684211,2.789473684210526,2.3818705350634195,1.0
6.315789473684211,3.421052631578947,4.797528794284879,1.0
6.315789473684211,4.052631578947368,7.421030762501822,1.0
6.315789473684211,4.684210526315789,10.025637848082809,1.0
6.315789473684211,5.315789473684211,12.384611459396414,1.0
6.315789473684211,5.947368421052631,14.271213004811196,1.0
6.315789473684211,6.578947368421052,15.45870389269573,1.0
6.315789473684211,7.210526315789473,15.720345531418573,1.0
6.315789473684211,7.842105263157894,14.829399329348306,1.0
6.315789473684211,8.473684210526315,12.559126694853477,1.0
6.315789473684211,9.105263157894736,8.682789036302673,1.0
6.315789473684211,9.736842105263158,2.97364776206445,1.0
6.315789473684211,10.368421052631579,-4.795035719492623,1.0
6.315789473684211,11.0,-14.850000000000014,1.0
6.842105263157895,-1.0,4.95,1.0
6.842105263157895,-0.368421052631579,1.357085580988482,1.0
6.842105263157895,0.26315789473684204,-0.667553579238956,1.0
6.842105263157895,0.894736842105263,-1.3506560723137486,1.0
6.842105263157895,1.526315789473684,-0.9189604898673278,1.0
6.842105263157895,2.1578947368421053,0.4007945764688731,1.0
6.842105263157895,2.789473684210526,2.3818705350634195,1.0
6.842105263157895,3.421052631578947,4.797528794284879,1.0
6.842105263157895,4.052631578947368,7.421030762501822,1.0
6.842105263157895,4.684210526315789,10.025637848082809,1.0
6.842105263157895,5.315789473684211,12.384611459396414,1.0
6.842105263157895,5.947368421052631,14.271213004811196,1.0
6.842105263157895,6.578947368421052,15.45870389269573,1.0
6.842105263157895,7.210526315789473,15.720345531418573,1.0
6.842105263157895,7.842105263157894,14.829399329348306,1.0
6.842105263157895,8.473684210526315,12.559126694853477,1.0
6.842105263157895,9.105263157894736,8.682789036302673,1.0
6.842105263157895,9.736842105263158,2.97364776206445,1.0
6.842105263157895,10.368421052631579,-4.795035719492623,1.0
6.842105263157895,11.0,-14.850000000000014,1.0
7.368421052631579,-1.0,4.95,1.0
7.368421052631579,-0.368421052631579,1.357085580988482,1.0
7.368421052631579,0.26315789473684204,-0.667553579238956,1.0
7.368421052631579,0.894736842105263,-1.3506560723137486,1.0
7.368421052631579,1.526315789473684,-0.9189604898673278,1.0
7.368421052631579,2.1578947368421053,0.4007945764688731,1.0
7.368421052631579,2.789473684210526,2.3818705350634195,1.0
7.368421052631579,3.421052631578947,4.797528794284879,1.0
7.368421052631579,4.052631578947368,7.421030762501822,1.0
7.368421052631579,4.684210526315789,10.025637848082809,1.0
7.368421052631579,5.315789473684211,12.384611459396414,1.0
7.368421052631579,5.947368421052631,14.271213004811196,1.0
7.368421052631579,6.578947368421052,15.45870389269573,1.0
7.368421052631579,7.210526315789473,15.720345531418573,1.0
7.368421052631579,7.842105263157894,14.829399329348306,1.0
7.368421052631579,8.473684210526315,12.559126694853477,1.0
7.368421052631579,9.105263157894736,8.682789036302673,1.0
7.368421052631579,9.736842105263158,2.97364776206445,1.0
7.368421052631579,10.368421052631579,-4.795035719492623,1.0
7.368421052631579,11.0,-14.850000000000014,1.0
7.894736842105263,-1.0,4.95,1.0
7.894736842105263,-0.368421052631579,1.357085580988482,1.0
7.894736842105263,0.26315789473684204,-0.667553579238956,1.0
7.894736842105263,0.894736842105263,-1.3506560723137486,1.0
7.894736842105263,1.526315789473684,-0.9189604898673278,1.0
7.894736842105263,2.1578947368421053,0.4007945764688731,1.0
7.894736842105263,2.789473684210526,2.3818705350634195,1.0
7.894736842105263,3.421052631578947,4.797528794284879,1.0
7.894736842105263,4.052631578947368,7.421030762501822,1.0
7.894736842105263,4.684210526315789,10.025637848082809,1.0
7.894736842105263,5.315789473684211,12.384611459396414,1.0
7.894736842105263,5.947368421052631,14.271213004811196,1.0
7.894736842105263,6.578947368421052,15.45870389269573,1.0
7.894736842105263,7.210526315789473,15.720345531418573,1.0
7.894736842105263,7.842105263157894,14.829399329348306,1.0
7.894736842105263,8.473684210526315,12.559126694853477,1.0
7.894736842105263,9.105263157894736,8.682789036302673,1.0
7.894736842105263,9.736842105263158,2.97364776206445,1.0
7.894736842105263,10.368421052631579,-4.795035719492623,1.0
7.894736842105263,11.0,-14.850000000000014,1.0
8.421052631578947,-1.0,4.95,1.0
8.421052631578947,-0.368421052631579,1.357085580988482,1.0
8.421052631578947,0.26315789473684204,-0.667553579238956,1.0
8.421052631578947,0.894736842105263,-1.3506560723137486,1.0
8.421052631578947,1.526315789473684,-0.9189604898673278,1.0
8.421052631578947,2.1578947368421053,0.4007945764688731,1.0
8.421052631578947,2.789473684210526,2.3818705350634195,1.0
8.421052631578947,3.421052631578947,4.797528794284879,1.0
8.421052631578947,4.052631578947368,7.421030762501822,1.0
8.421052631578947,4.684210526315789,10.025637848082809,1.0
8.421052631578947,5.315789473684211,12.384611459396414,1.0
8.421052631578947,5.947368421052631,14.271213004811196,1.0
8.421052631578947,6.578947368421052,15.45870389269573,1.0
8.421052631578947,7.210526315789473,15.720345531418573,1.0
8.421052631578947,7.842105263157894,14.829399329348306,1.0
8.421052631578947,8.473684210526315,12.559126694853477,1.0
8.421052631578947,9.105263157894736,8.682789036302673,1.0
8.421052631578947,9.736842105263158,2.97364776206445,1.0
8.421052631578947,10.368421052631579,-4.795035719492623,1.0
8.421052631578947,11.0,-14.850000000000014,1.0
8.947368421052632,-1.0,4.95,1.0
8.947368421052632,-0.368421052631579,1.357085580988482,1.0
8.947368421052632,0.26315789473684204,-0.667553579238956,1.0
8.947368421052632,0.894736842105263,-1.3506560723137486,1.0
8.947368421052632,1.526315789473684,-0.9189604898673278,1.0
8.947368421052632,2.1578947368421053,0.4007945764688731,1.0
8.947368421052632,2.789473684210526,2.3818705350634195,1.0
8.947368421052632,3.421052631578947,4.797528794284879,1.0
8.947368421052632,4.052631578947368,7.421030762501822,1.0
8.947368421052632,4.684210526315789,10.025637848082809,1.0
8.947368421052632,5.315789473684211,12.384611459396414,1.0
8.947368421052632,5.947368421052631,14.271213004811196,1.0
8.947368421052632,6.578947368421052,15.45870389269573,1.0
8.947368421052632,7.210526315789473,15.720345531418573,1.0
8.947368421052632,7.842105263157894,14.829399329348306,1.0
8.947368421052632,8.473684210526315,12.559126694853477,1.0
8.947368421052632,9.105263157894736,8.682789036302673,1.0
8.947368421052632,9.736842105263158,2.97364776206445,1.0
8.947368421052632,10.368421052631579,-4.795035719492623,1.0
8.947368421052632,11.0,-14.850000000000014,1.0
9.473684210526315,-1.0,4.95,1.0
9.473684210526315,-0.368421052631579,1.357085580988482,1.0
9.473684210526315,0.26315789473684204,-0.667553579238956,1.0
9.473684210526315,0.894736842105263,-1.3506560723137486,1.0
9.473684210526315,1.526315789473684,-0.9189604898673278,1.0
9.473684210526315,2.1578947368421053,0.4007945764688731,1.0
9.473684210526315,2.789473684210526,2.3818705350634195,1.0
9.473684210526315,3.421052631578947,4.797528794284879,1.0
9.473684210526315,4.052631578947368,7.421030762501822,1.0
9.473684210526315,4.684210526315789,10.025637848082809,1.0
9.473684210526315,5.315789473684211,12.384611459396414,1.0
9.473684210526315,5.947368421052631,14.271213004811196,1.0
9.473684210526315,6.578947368421052,15.45870389269573,1.0
9.473684210526315,7.210526315789473,15.720345531418573,1.0
9.473684210526315,7.842105263157894,14.829399329348306,1.0
9.473684210526315,8.473684210526315,12.559126694853477,1.0
9.473684210526315,9.105263157894736,8.682789036302673,1.0
9.473684210526315,9.736842105263158,2.97364776206445,1.0
9.473684210526315,10.368421052631579,-4.795035719492623,1.0
9.473684210526315,11.0,-14.850000000000014,1.0
10.0,-1.0,4.95,1.0
10.0,-0.368421052631579,1.357085580988482,1.0
10.0,0.26315789473684204,-0.667553579238956,1.0
10.0,0.894736842105263,-1.3506560723137486,1.0
10.0,1.526315789473684,-0.9189604898673278,1.0
10.0,2.1578947368421053,0.4007945764688731,1.0
10.0,2.789473684210526,2.3818705350634195,1.0
10.0,3.421052631578947,4.797528794284879,1.0
10.0,4.052631578947368,7.421030762501822,1.0
10.0,4.684210526315789,10.025637848082809,1.0
10.0,5.315789473684211,12.384611459396414,1.0
10.0,5.947368421052631,14.271213004811196,1.0
10.0,6.578947368421052,15.45870389269573,1.0
10.0,7.210526315789473,15.720345531418573,1.0
10.0,7.842105263157894,14.829399329348306,1.0
10.0,8.473684210526315,12.559126694853477,1.0
10.0,9.105263157894736,8.682789036302673,1.0
10.0,9.736842105263158,2.97364776206445,1.0
10.0,10.368421052631579,-4.795035719492623,1.0
10.0,11.0,-14.850000000000014,1.0
